RECRUITER_CODE,smiles_atom_index,smile_atom
LR00448,8,C
LR00448,9,C
LR00448,10,C
LR00448,11,C
LR00448,12,C
LR00449,0,C
LR00449,1,N
LR00449,2,C
LR00449,3,C
LR00449,4,O
LR00449,5,N
LR00449,6,C
LR00449,7,C
LR00449,8,O
LR00449,9,C
LR00449,10,C
LR00449,11,C
LR00449,12,C
LR00449,13,O
LR00449,14,C
LR00450,0,N
LR00450,1,C
LR00450,2,O
LR00450,3,N
LR00450,4,C
LR00450,5,C
LR00450,6,N
LR00450,7,C
LR00450,8,O
LR00450,9,C
LR00450,10,C
LR00450,11,C
LR00450,12,C
LR00450,13,O
LR00450,14,C
LR00450,15,C
LR00451,0,C
LR00451,1,C
LR00451,2,C
LR00451,3,C
LR00451,4,N
LR00451,5,C
LR00451,6,C
LR00451,7,C
LR00451,8,C
LR00451,9,S
LR00451,10,O
LR00451,11,O
LR00451,12,C
LR00451,13,C
LR00452,0,C
LR00452,1,C
LR00452,2,C
LR00452,3,C
LR00452,4,N
LR00452,5,C
LR00452,6,C
LR00452,7,C
LR00452,8,C
LR00452,9,S
LR00452,10,O
LR00452,11,O
LR00452,12,C
LR00452,13,C
LR00453,0,C
LR00453,1,O
LR00453,2,C
LR00453,3,C
LR00453,4,N
LR00453,5,C
LR00453,6,C
LR00453,7,C
LR00453,8,N
LR00453,9,C
LR00453,10,S
LR00453,11,C
LR00453,12,C
LR00453,13,C
LR00453,14,C
LR00454,0,C
LR00454,1,C
LR00454,2,C
LR00454,3,C
LR00454,4,N
LR00454,5,C
LR00454,6,N
LR00454,7,C
LR00454,8,C
LR00454,9,C
LR00454,10,C
LR00454,11,F
LR00454,12,C
LR00454,13,C
LR00454,14,O
LR00455,0,C
LR00455,1,O
LR00455,2,C
LR00455,3,C
LR00455,4,O
LR00455,5,N
LR00455,6,C
LR00455,7,C
LR00455,8,C
LR00455,9,C
LR00455,10,C
LR00455,11,C
LR00455,12,C
LR00456,0,C
LR00456,1,C
LR00456,2,N
LR00456,3,C
LR00456,4,O
LR00456,5,C
LR00456,6,C
LR00456,7,C
LR00456,8,C
LR00456,9,C
LR00456,10,C
LR00456,11,C
LR00456,12,N
LR00456,13,C
LR00457,0,C
LR00457,1,O
LR00457,2,C
LR00457,3,C
LR00457,4,N
LR00457,5,S
LR00457,6,O
LR00457,7,O
LR00457,8,N
LR00457,9,C
LR00457,10,C
LR00457,11,C
LR00457,12,C
LR00457,13,C
LR00458,0,O
LR00458,1,C
LR00458,2,N
LR00458,3,C
LR00458,4,C
LR00458,5,O
LR00458,6,C
LR00458,7,C
LR00458,8,N
LR00458,9,C
LR00458,10,C
LR00458,11,C
LR00458,12,C
LR00458,13,F
LR00458,14,C
LR00459,0,O
LR00459,1,S
LR00459,2,O
LR00459,3,C
LR00459,4,C
LR00459,5,N
LR00459,6,C
LR00459,7,C
LR00459,8,C
LR00459,9,C
LR00459,10,C
LR00459,11,O
LR00459,12,C
LR00459,13,C
LR00460,0,C
LR00460,1,N
LR00460,2,C
LR00460,3,C
LR00460,4,C
LR00460,5,C
LR00460,6,O
LR00460,7,N
LR00460,8,C
LR00460,9,C
LR00460,10,C
LR00460,11,C
LR00460,12,C
LR00460,13,O
LR00460,14,N
LR00461,0,C
LR00461,1,C
LR00461,2,N
LR00461,3,C
LR00461,4,C
LR00461,5,N
LR00461,6,C
LR00461,7,O
LR00461,8,C
LR00461,9,C
LR00461,10,C
LR00461,11,C
LR00461,12,C
LR00461,13,N
LR00462,0,C
LR00462,1,C
LR00462,2,C
LR00462,3,N
LR00462,4,C
LR00462,5,C
LR00462,6,N
LR00462,7,C
LR00462,8,C
LR00462,9,C
LR00462,10,C
LR00462,11,C
LR00462,12,O
LR00462,13,N
LR00462,14,O
LR00463,0,C
LR00463,1,C
LR00463,2,O
LR00463,3,N
LR00463,4,C
LR00463,5,C
LR00463,6,C
LR00463,7,C
LR00463,8,C
LR00463,9,C
LR00463,10,C
LR00463,11,C
LR00463,12,C
LR00463,13,C
LR00463,14,C
LR00464,0,C
LR00464,1,C
LR00464,2,N
LR00464,3,N
LR00464,4,C
LR00464,5,N
LR00464,6,C
LR00464,7,C
LR00464,8,C
LR00464,9,C
LR00464,10,C
LR00464,11,S
LR00465,0,C
LR00465,1,C
LR00465,2,C
LR00465,3,N
LR00465,4,C
LR00465,5,O
LR00465,6,C
LR00465,7,C
LR00465,8,N
LR00465,9,S
LR00465,10,N
LR00465,11,C
LR00465,12,C
LR00465,13,C
LR00465,14,O
LR00466,0,O
LR00466,1,C
LR00466,2,C
LR00466,3,C
LR00466,4,C
LR00466,5,C
LR00466,6,O
LR00466,7,C
LR00466,8,O
LR00466,9,C
LR00466,10,C
LR00466,11,N
LR00466,12,C
LR00466,13,C
LR00466,14,C
LR00466,15,C
LR00466,16,C
LR00466,17,C
LR00467,0,C
LR00467,1,C
LR00467,2,O
LR00467,3,N
LR00467,4,C
LR00467,5,C
LR00467,6,C
LR00467,7,C
LR00467,8,C
LR00467,9,N
LR00467,10,C
LR00467,11,C
LR00467,12,O
LR00467,13,C
LR00467,14,C
LR00467,15,C
LR00467,16,C
LR00468,0,C
LR00468,1,C
LR00468,2,C
LR00468,3,N
LR00468,4,C
LR00468,5,C
LR00468,6,N
LR00468,7,C
LR00468,8,O
LR00468,9,C
LR00468,10,C
LR00468,11,C
LR00468,12,C
LR00468,13,S
LR00468,14,C
LR00468,15,C
LR00469,0,O
LR00469,1,C
LR00469,2,C
LR00469,3,C
LR00469,4,C
LR00469,5,N
LR00469,6,C
LR00469,7,C
LR00469,8,N
LR00469,9,C
LR00469,10,C
LR00469,11,C
LR00469,12,C
LR00469,13,F
LR00469,14,C
LR00469,15,C
LR00469,16,C
LR00469,17,C
LR00470,0,C
LR00470,1,C
LR00470,2,C
LR00470,3,Cl
LR00470,4,C
LR00470,5,C
LR00470,6,C
LR00470,7,C
LR00470,8,N
LR00470,9,C
LR00470,10,O
LR00470,11,C
LR00470,12,C
LR00470,13,C
LR00470,14,C
LR00470,15,O
LR00471,0,O
LR00471,1,C
LR00471,2,C
LR00471,3,O
LR00471,4,C
LR00471,5,F
LR00471,6,F
LR00471,7,N
LR00471,8,C
LR00471,9,C
LR00471,10,C
LR00471,11,C
LR00471,12,C
LR00471,13,C
LR00471,14,C
LR00472,0,C
LR00472,1,O
LR00472,2,C
LR00472,3,O
LR00472,4,C
LR00472,5,C
LR00472,6,C
LR00472,7,O
LR00472,8,C
LR00472,9,N
LR00472,10,C
LR00472,11,O
LR00472,12,C
LR00472,13,C
LR00472,14,C
LR00472,15,C
LR00472,16,O
LR00473,0,C
LR00473,1,S
LR00473,2,O
LR00473,3,O
LR00473,4,N
LR00473,5,C
LR00473,6,C
LR00473,7,C
LR00473,8,O
LR00473,9,C
LR00473,10,C
LR00473,11,C
LR00473,12,C
LR00473,13,C
LR00473,14,C
LR00474,0,C
LR00474,1,C
LR00474,2,N
LR00474,3,S
LR00474,4,C
LR00474,5,O
LR00474,6,O
LR00474,7,C
LR00474,8,C
LR00474,9,C
LR00474,10,C
LR00474,11,C
LR00474,12,C
LR00474,13,Cl
LR00475,0,C
LR00475,1,N
LR00475,2,C
LR00475,3,C
LR00475,4,O
LR00475,5,N
LR00475,6,C
LR00475,7,C
LR00475,8,C
LR00475,9,C
LR00475,10,C
LR00475,11,S
LR00475,12,C
LR00475,13,O
LR00475,14,O
LR00476,0,C
LR00476,1,C
LR00476,2,C
LR00476,3,C
LR00476,4,C
LR00476,5,N
LR00476,6,S
LR00476,7,C
LR00476,8,O
LR00476,9,O
LR00476,10,C
LR00476,11,N
LR00476,12,N
LR00476,13,C
LR00477,0,C
LR00477,1,C
LR00477,2,C
LR00477,3,O
LR00477,4,N
LR00477,5,C
LR00477,6,C
LR00477,7,C
LR00477,8,C
LR00477,9,N
LR00477,10,S
LR00477,11,C
LR00477,12,O
LR00477,13,O
LR00477,14,C
LR00478,0,N
LR00478,1,S
LR00478,2,O
LR00478,3,O
LR00478,4,C
LR00478,5,C
LR00478,6,C
LR00478,7,C
LR00478,8,C
LR00478,9,C
LR00478,10,O
LR00478,11,C
LR00478,12,F
LR00478,13,F
LR00479,0,O
LR00479,1,C
LR00479,2,C
LR00479,3,C
LR00479,4,N
LR00479,5,N
LR00479,6,C
LR00479,7,N
LR00479,8,C
LR00479,9,C
LR00479,10,C
LR00479,11,C
LR00480,0,O
LR00480,1,C
LR00480,2,C
LR00480,3,N
LR00480,4,C
LR00480,5,C
LR00480,6,C
LR00480,7,C
LR00480,8,C
LR00480,9,C
LR00480,10,C
LR00480,11,C
LR00480,12,C
LR00480,13,O
LR00480,14,N
LR00481,0,C
LR00481,1,C
LR00481,2,C
LR00481,3,O
LR00481,4,N
LR00481,5,C
LR00481,6,N
LR00481,7,C
LR00481,8,C
LR00481,9,C
LR00481,10,S
LR00482,0,O
LR00482,1,C
LR00482,2,O
LR00482,3,C
LR00482,4,O
LR00482,5,C
LR00482,6,C
LR00482,7,C
LR00482,8,C
LR00482,9,C
LR00482,10,C
LR00482,11,C
LR00483,0,C
LR00483,1,C
LR00483,2,C
LR00483,3,N
LR00483,4,C
LR00483,5,C
LR00483,6,C
LR00483,7,C
LR00483,8,N
LR00483,9,C
LR00483,10,C
LR00484,0,C
LR00484,1,C
LR00484,2,O
LR00484,3,N
LR00484,4,C
LR00484,5,C
LR00484,6,N
LR00484,7,C
LR00484,8,C
LR00484,9,C
LR00484,10,C
LR00484,11,Cl
LR00484,12,C
LR00484,13,C
LR00484,14,C
LR00484,15,C
LR00485,0,C
LR00485,1,C
LR00485,2,O
LR00485,3,C
LR00485,4,C
LR00485,5,C
LR00485,6,C
LR00485,7,S
LR00485,8,C
LR00485,9,C
LR00485,10,C
LR00485,11,C
LR00485,12,C
LR00485,13,C
LR00485,14,N
LR00485,15,C
LR00485,16,C
LR00485,17,C
LR00485,18,N
LR00485,19,C
LR00485,20,C
LR00485,21,C
LR00485,22,C
LR00486,0,C
LR00486,1,C
LR00486,2,O
LR00486,3,C
LR00486,4,C
LR00486,5,C
LR00486,6,Cl
LR00486,7,C
LR00486,8,C
LR00486,9,C
LR00486,10,N
LR00486,11,C
LR00486,12,C
LR00486,13,N
LR00486,14,C
LR00486,15,C
LR00486,16,N
LR00486,17,C
LR00486,18,C
LR00486,19,N
LR00486,20,C
LR00486,21,C
LR00486,22,C
LR00486,23,C
LR00486,24,F
LR00486,25,C
LR00486,26,C
LR00486,27,C
LR00486,28,O
LR00487,0,C
LR00487,1,C
LR00487,2,N
LR00487,3,N
LR00487,4,C
LR00487,5,C
LR00487,6,C
LR00487,7,O
LR00487,8,N
LR00487,9,C
LR00487,10,C
LR00487,11,C
LR00487,12,C
LR00487,13,C
LR00487,14,C
LR00487,15,C
LR00487,16,C
LR00487,17,C
LR00487,18,C
LR00487,19,F
LR00487,20,F
LR00487,21,F
LR00487,22,C
LR00487,23,C
LR00487,24,C
LR00487,25,C
LR00487,26,C
LR00487,27,C
LR00487,28,C
LR00487,29,C
LR00487,30,C
LR00488,0,C
LR00488,1,N
LR00488,2,C
LR00488,3,O
LR00488,4,C
LR00488,5,C
LR00488,6,C
LR00488,7,C
LR00488,8,C
LR00488,9,N
LR00488,10,C
LR00488,11,C
LR00488,12,C
LR00488,13,C
LR00488,14,C
LR00488,15,N
LR00488,16,C
LR00488,17,C
LR00488,18,N
LR00488,19,C
LR00488,20,C
LR00488,21,C
LR00488,22,C
LR00488,23,N
LR00488,24,C
LR00488,25,C
LR00488,26,C
LR00488,27,C
LR00488,28,C
LR00488,29,O
LR00488,30,C
LR00488,31,C
LR00488,32,C
LR00488,33,N
LR00488,34,C
LR00488,35,C
LR00488,36,C
LR00488,37,C
LR00488,38,C
LR00489,0,C
LR00489,1,N
LR00489,2,C
LR00489,3,O
LR00489,4,C
LR00489,5,C
LR00489,6,C
LR00489,7,C
LR00489,8,C
LR00489,9,N
LR00489,10,C
LR00489,11,C
LR00489,12,N
LR00489,13,C
LR00489,14,O
LR00489,15,C
LR00489,16,C
LR00489,17,C
LR00489,18,C
LR00489,19,C
LR00489,20,C
LR00489,21,C
LR00489,22,C
LR00489,23,C
LR00489,24,C
LR00489,25,N
LR00489,26,C
LR00489,27,O
LR00489,28,C
LR00489,29,C
LR00489,30,N
LR00489,31,C
LR00489,32,C
LR00489,33,C
LR00489,34,C
LR00489,35,C
LR00489,36,C
LR00489,37,O
LR00489,38,C
LR00490,0,C
LR00490,1,N
LR00490,2,C
LR00490,3,O
LR00490,4,C
LR00490,5,C
LR00490,6,C
LR00490,7,C
LR00490,8,C
LR00490,9,N
LR00490,10,C
LR00490,11,C
LR00490,12,N
LR00490,13,C
LR00490,14,O
LR00490,15,C
LR00490,16,C
LR00490,17,C
LR00490,18,C
LR00490,19,C
LR00490,20,C
LR00490,21,C
LR00490,22,C
LR00490,23,C
LR00490,24,C
LR00490,25,N
LR00490,26,C
LR00490,27,O
LR00490,28,C
LR00490,29,C
LR00490,30,N
LR00490,31,C
LR00490,32,C
LR00490,33,C
LR00490,34,C
LR00490,35,O
LR00491,0,C
LR00491,1,N
LR00491,2,C
LR00491,3,O
LR00491,4,C
LR00491,5,C
LR00491,6,C
LR00491,7,C
LR00491,8,C
LR00491,9,N
LR00491,10,C
LR00491,11,C
LR00491,12,N
LR00491,13,C
LR00491,14,O
LR00491,15,C
LR00491,16,C
LR00491,17,C
LR00491,18,C
LR00491,19,C
LR00491,20,C
LR00491,21,C
LR00491,22,C
LR00491,23,C
LR00491,24,C
LR00491,25,N
LR00491,26,C
LR00491,27,O
LR00491,28,C
LR00491,29,C
LR00491,30,N
LR00491,31,C
LR00491,32,C
LR00491,33,C
LR00491,34,C
LR00491,35,C
LR00491,36,C
LR00491,37,O
LR00491,38,C
LR00491,39,C
LR00491,40,O
LR00491,41,C
LR00491,42,C
LR00491,43,O
LR00492,0,C
LR00492,1,S
LR00492,2,C
LR00492,3,C
LR00492,4,C
LR00492,5,F
LR00492,6,C
LR00492,7,C
LR00492,8,C
LR00492,9,C
LR00492,10,C
LR00492,11,C
LR00492,12,C
LR00492,13,C
LR00492,14,O
LR00492,15,N
LR00492,16,C
LR00492,17,C
LR00492,18,C
LR00492,19,C
LR00492,20,C
LR00492,21,C
LR00492,22,C
LR00492,23,C
LR00492,24,S
LR00492,25,C
LR00492,26,O
LR00492,27,O
LR00492,28,C
LR00493,0,C
LR00493,1,C
LR00493,2,N
LR00493,3,C
LR00493,4,C
LR00493,5,C
LR00493,6,C
LR00493,7,C
LR00493,8,C
LR00493,9,C
LR00493,10,C
LR00493,11,C
LR00493,12,O
LR00493,13,N
LR00493,14,C
LR00493,15,C
LR00493,16,S
LR00494,0,C
LR00494,1,C
LR00494,2,C
LR00494,3,O
LR00494,4,C
LR00494,5,C
LR00494,6,C
LR00494,7,O
LR00494,8,C
LR00494,9,C
LR00494,10,C
LR00494,11,C
LR00494,12,N
LR00494,13,C
LR00494,14,C
LR00494,15,C
LR00494,16,C
LR00494,17,O
LR00494,18,C
LR00494,19,C
LR00494,20,C
LR00494,21,C
LR00494,22,C
LR00494,23,C
LR00494,24,N
LR00494,25,S
LR00494,26,O
LR00494,27,O
LR00494,28,C
LR00494,29,C
LR00494,30,C
LR00494,31,C
LR00494,32,O
LR00494,33,C
LR00494,34,C
LR00494,35,O
LR00494,36,C
LR00494,37,C
LR00494,38,N
LR00494,39,C
LR00494,40,C
LR00494,41,O
LR00494,42,N
LR00494,43,C
LR00494,44,C
LR00495,0,C
LR00495,1,C
LR00495,2,C
LR00495,3,C
LR00495,4,C
LR00495,5,C
LR00495,6,O
LR00495,7,N
LR00495,8,C
LR00495,9,C
LR00495,10,O
LR00495,11,C
LR00495,12,C
LR00495,13,C
LR00495,14,O
LR00495,15,N
LR00495,16,C
LR00495,17,C
LR00495,18,C
LR00495,19,C
LR00495,20,C
LR00495,21,C
LR00495,22,C
LR00495,23,N
LR00495,24,C
LR00495,25,O
LR00495,26,C
LR00495,27,C
LR00495,28,O
LR00495,29,N
LR00496,0,C
LR00496,1,C
LR00496,2,C
LR00496,3,C
LR00496,4,C
LR00496,5,C
LR00496,6,O
LR00496,7,N
LR00496,8,C
LR00496,9,C
LR00496,10,O
LR00496,11,C
LR00496,12,C
LR00496,13,C
LR00496,14,O
LR00496,15,N
LR00496,16,C
LR00496,17,C
LR00496,18,C
LR00496,19,C
LR00496,20,C
LR00496,21,C
LR00496,22,C
LR00496,23,C
LR00496,24,C
LR00496,25,C
LR00496,26,C
LR00496,27,C
LR00496,28,C
LR00496,29,O
LR00496,30,N
LR00497,0,C
LR00497,1,O
LR00497,2,C
LR00497,3,O
LR00497,4,C
LR00497,5,C
LR00497,6,C
LR00497,7,C
LR00497,8,C
LR00497,9,N
LR00497,10,C
LR00497,11,O
LR00497,12,C
LR00497,13,C
LR00497,14,C
LR00497,15,O
LR00497,16,C
LR00497,17,N
LR00497,18,C
LR00497,19,O
LR00497,20,C
LR00497,21,C
LR00497,22,C
LR00497,23,C
LR00497,24,C
LR00497,25,N
LR00497,26,O
LR00497,27,C
LR00497,28,C
LR00498,0,C
LR00498,1,C
LR00498,2,C
LR00498,3,C
LR00498,4,C
LR00498,5,C
LR00498,6,O
LR00498,7,N
LR00498,8,C
LR00498,9,C
LR00498,10,O
LR00498,11,C
LR00498,12,C
LR00498,13,C
LR00498,14,O
LR00498,15,N
LR00498,16,C
LR00498,17,C
LR00498,18,C
LR00498,19,C
LR00498,20,C
LR00498,21,N
LR00498,22,O
LR00498,23,O
LR00498,24,C
LR00498,25,C
LR00498,26,O
LR00498,27,N
LR00499,0,C
LR00499,1,N
LR00499,2,C
LR00499,3,O
LR00499,4,C
LR00499,5,C
LR00499,6,C
LR00499,7,O
LR00499,8,C
LR00499,9,N
LR00499,10,C
LR00499,11,C
LR00499,12,O
LR00500,0,O
LR00500,1,C
LR00500,2,N
LR00500,3,C
LR00500,4,C
LR00500,5,C
LR00500,6,C
LR00500,7,C
LR00500,8,Cl
LR00500,9,C
LR00500,10,C
LR00500,11,C
LR00500,12,C
LR00500,13,C
LR00500,14,O
LR00500,15,C
LR00500,16,N
LR00500,17,C
LR00500,18,O
LR00500,19,C
LR00500,20,C
LR00500,21,C
LR00500,22,C
LR00500,23,C
LR00500,24,C
LR00500,25,Cl
LR00501,0,C
LR00501,1,C
LR00501,2,N
LR00501,3,C
LR00501,4,S
LR00501,5,C
LR00501,6,C
LR00501,7,C
LR00501,8,C
LR00501,9,C
LR00501,10,C
LR00501,11,N
LR00501,12,C
LR00501,13,O
LR00501,14,C
LR00501,15,C
LR00501,16,C
LR00501,17,O
LR00501,18,C
LR00501,19,N
LR00501,20,C
LR00501,21,O
LR00501,22,C
LR00501,23,C
LR00501,24,C
LR00501,25,C
LR00501,26,C
LR00501,27,N
LR00501,28,C
LR00501,29,C
LR00501,30,C
LR00501,31,C
LR00502,0,C
LR00502,1,C
LR00502,2,O
LR00502,3,N
LR00502,4,C
LR00502,5,C
LR00502,6,O
LR00502,7,C
LR00502,8,C
LR00502,9,C
LR00502,10,O
LR00502,11,N
LR00502,12,C
LR00502,13,C
LR00502,14,C
LR00502,15,C
LR00502,16,C
LR00502,17,C
LR00502,18,C
LR00502,19,N
LR00502,20,C
LR00502,21,O
LR00502,22,C
LR00502,23,C
LR00503,0,C
LR00503,1,N
LR00503,2,C
LR00503,3,O
LR00503,4,C
LR00503,5,C
LR00503,6,C
LR00503,7,O
LR00503,8,C
LR00503,9,N
LR00503,10,C
LR00503,11,O
LR00503,12,C
LR00503,13,C
LR00503,14,C
LR00503,15,C
LR00503,16,C
LR00503,17,N
LR00503,18,O
LR00504,0,C
LR00504,1,C
LR00504,2,C
LR00504,3,C
LR00504,4,C
LR00504,5,C
LR00504,6,O
LR00504,7,N
LR00504,8,C
LR00504,9,C
LR00504,10,O
LR00504,11,C
LR00504,12,C
LR00504,13,C
LR00504,14,O
LR00504,15,N
LR00504,16,C
LR00504,17,C
LR00504,18,C
LR00504,19,C
LR00504,20,C
LR00504,21,C
LR00504,22,C
LR00504,23,N
LR00504,24,C
LR00504,25,O
LR00504,26,C
LR00504,27,C
LR00505,0,C
LR00505,1,C
LR00505,2,N
LR00505,3,C
LR00505,4,O
LR00505,5,C
LR00505,6,C
LR00505,7,C
LR00505,8,C
LR00505,9,C
LR00505,10,C
LR00505,11,N
LR00505,12,C
LR00505,13,O
LR00505,14,C
LR00505,15,C
LR00505,16,C
LR00505,17,O
LR00505,18,C
LR00505,19,N
LR00505,20,C
LR00505,21,O
LR00505,22,C
LR00505,23,C
LR00505,24,C
LR00505,25,C
LR00505,26,C
LR00505,27,C
LR00505,28,C
LR00506,0,C
LR00506,1,C
LR00506,2,C
LR00506,3,C
LR00506,4,C
LR00506,5,C
LR00506,6,O
LR00506,7,N
LR00506,8,C
LR00506,9,C
LR00506,10,O
LR00506,11,C
LR00506,12,C
LR00506,13,C
LR00506,14,O
LR00506,15,N
LR00506,16,C
LR00506,17,C
LR00506,18,C
LR00506,19,C
LR00506,20,C
LR00506,21,C
LR00506,22,C
LR00506,23,N
LR00506,24,C
LR00506,25,S
LR00506,26,C
LR00506,27,C
LR00507,0,C
LR00507,1,C
LR00507,2,N
LR00507,3,C
LR00507,4,S
LR00507,5,C
LR00507,6,C
LR00507,7,C
LR00507,8,C
LR00507,9,C
LR00507,10,C
LR00507,11,N
LR00507,12,C
LR00507,13,O
LR00507,14,C
LR00507,15,C
LR00507,16,C
LR00507,17,O
LR00507,18,C
LR00507,19,N
LR00507,20,C
LR00507,21,O
LR00507,22,C
LR00507,23,C
LR00507,24,C
LR00507,25,C
LR00507,26,C
LR00507,27,C
LR00507,28,C
LR00508,0,C
LR00508,1,C
LR00508,2,C
LR00508,3,C
LR00508,4,C
LR00508,5,N
LR00508,6,C
LR00508,7,O
LR00508,8,C
LR00508,9,C
LR00508,10,C
LR00508,11,O
LR00508,12,C
LR00508,13,N
LR00508,14,C
LR00508,15,O
LR00508,16,C
LR00508,17,C
LR00508,18,C
LR00508,19,C
LR00508,20,C
LR00508,21,C
LR00508,22,C
LR00508,23,C
LR00508,24,C
LR00508,25,C
LR00508,26,N
LR00508,27,C
LR00508,28,S
LR00509,0,C
LR00509,1,C
LR00509,2,N
LR00509,3,C
LR00509,4,S
LR00509,5,C
LR00509,6,C
LR00509,7,C
LR00509,8,C
LR00509,9,C
LR00509,10,C
LR00509,11,N
LR00509,12,C
LR00509,13,O
LR00509,14,C
LR00509,15,C
LR00509,16,C
LR00509,17,O
LR00509,18,C
LR00509,19,N
LR00509,20,C
LR00509,21,O
LR00509,22,C
LR00509,23,N
LR00509,24,C
LR00509,25,C
LR00509,26,O
LR00509,27,C
LR00509,28,C
LR00509,29,C
LR00509,30,C
LR00509,31,C
LR00509,32,C
LR00510,0,C
LR00510,1,C
LR00510,2,N
LR00510,3,C
LR00510,4,S
LR00510,5,C
LR00510,6,C
LR00510,7,C
LR00510,8,C
LR00510,9,C
LR00510,10,C
LR00510,11,N
LR00510,12,C
LR00510,13,O
LR00510,14,C
LR00510,15,C
LR00510,16,C
LR00510,17,O
LR00510,18,C
LR00510,19,N
LR00510,20,C
LR00510,21,O
LR00510,22,C
LR00510,23,C
LR00510,24,C
LR00510,25,O
LR00510,26,C
LR00510,27,N
LR00510,28,C
LR00510,29,C
LR00510,30,O
LR00510,31,C
LR00510,32,C
LR00511,0,C
LR00511,1,C
LR00511,2,C
LR00511,3,C
LR00511,4,C
LR00511,5,N
LR00511,6,C
LR00511,7,C
LR00511,8,O
LR00511,9,C
LR00511,10,O
LR00511,11,N
LR00511,12,C
LR00511,13,C
LR00511,14,O
LR00511,15,N
LR00511,16,C
LR00511,17,C
LR00511,18,O
LR00511,19,C
LR00511,20,C
LR00511,21,C
LR00511,22,O
LR00511,23,N
LR00511,24,C
LR00511,25,C
LR00511,26,C
LR00511,27,C
LR00511,28,C
LR00511,29,C
LR00511,30,S
LR00511,31,C
LR00511,32,N
LR00511,33,C
LR00511,34,C
LR00511,35,C
LR00511,36,C
LR00511,37,C
LR00511,38,C
LR00511,39,C
LR00511,40,C
LR00512,0,C
LR00512,1,C
LR00512,2,O
LR00512,3,N
LR00512,4,C
LR00512,5,C
LR00512,6,C
LR00512,7,C
LR00512,8,C
LR00512,9,C
LR00512,10,C
LR00512,11,C
LR00512,12,C
LR00512,13,O
LR00512,14,N
LR00512,15,C
LR00512,16,C
LR00512,17,O
LR00512,18,N
LR00512,19,C
LR00512,20,C
LR00512,21,O
LR00512,22,C
LR00512,23,C
LR00512,24,C
LR00512,25,O
LR00512,26,N
LR00512,27,C
LR00512,28,C
LR00512,29,C
LR00512,30,C
LR00512,31,C
LR00512,32,C
LR00512,33,S
LR00512,34,C
LR00512,35,N
LR00512,36,C
LR00512,37,C
LR00512,38,C
LR00512,39,C
LR00512,40,C
LR00512,41,C
LR00512,42,C
LR00512,43,C
LR00513,0,C
LR00513,1,C
LR00513,2,O
LR00513,3,N
LR00513,4,C
LR00513,5,C
LR00513,6,O
LR00513,7,N
LR00513,8,C
LR00513,9,C
LR00513,10,O
LR00513,11,N
LR00513,12,C
LR00513,13,C
LR00513,14,O
LR00513,15,C
LR00513,16,C
LR00513,17,C
LR00513,18,O
LR00513,19,N
LR00513,20,C
LR00513,21,C
LR00513,22,C
LR00513,23,C
LR00513,24,C
LR00513,25,C
LR00513,26,S
LR00513,27,C
LR00513,28,N
LR00513,29,C
LR00513,30,C
LR00513,31,C
LR00513,32,C
LR00513,33,C
LR00513,34,C
LR00513,35,C
LR00513,36,C
LR00513,37,C
LR00513,38,C
LR00513,39,C
LR00513,40,C
LR00514,0,C
LR00514,1,C
LR00514,2,N
LR00514,3,C
LR00514,4,S
LR00514,5,C
LR00514,6,C
LR00514,7,C
LR00514,8,C
LR00514,9,C
LR00514,10,C
LR00514,11,N
LR00514,12,C
LR00514,13,O
LR00514,14,C
LR00514,15,C
LR00514,16,C
LR00514,17,O
LR00514,18,C
LR00514,19,N
LR00514,20,C
LR00514,21,O
LR00514,22,C
LR00514,23,N
LR00514,24,C
LR00514,25,O
LR00514,26,C
LR00514,27,C
LR00514,28,N
LR00514,29,C
LR00514,30,C
LR00514,31,C
LR00514,32,C
LR00514,33,C
LR00514,34,C
LR00514,35,C
LR00514,36,C
LR00515,0,C
LR00515,1,C
LR00515,2,N
LR00515,3,C
LR00515,4,S
LR00515,5,C
LR00515,6,C
LR00515,7,C
LR00515,8,C
LR00515,9,C
LR00515,10,C
LR00515,11,N
LR00515,12,C
LR00515,13,O
LR00515,14,C
LR00515,15,C
LR00515,16,C
LR00515,17,O
LR00515,18,C
LR00515,19,N
LR00515,20,C
LR00515,21,O
LR00515,22,C
LR00515,23,N
LR00515,24,C
LR00515,25,O
LR00515,26,C
LR00515,27,O
LR00515,28,C
LR00515,29,C
LR00515,30,C
LR00515,31,C
LR00515,32,C
LR00515,33,C
LR00516,0,C
LR00516,1,C
LR00516,2,N
LR00516,3,C
LR00516,4,S
LR00516,5,C
LR00516,6,C
LR00516,7,C
LR00516,8,C
LR00516,9,C
LR00516,10,C
LR00516,11,N
LR00516,12,C
LR00516,13,O
LR00516,14,C
LR00516,15,C
LR00516,16,C
LR00516,17,O
LR00516,18,C
LR00516,19,N
LR00516,20,C
LR00516,21,O
LR00516,22,C
LR00516,23,N
LR00516,24,C
LR00516,25,O
LR00516,26,C
LR00516,27,C
LR00516,28,C
LR00516,29,C
LR00516,30,C
LR00516,31,C
LR00516,32,C
LR00516,33,C
LR00516,34,C
LR00517,0,C
LR00517,1,C
LR00517,2,N
LR00517,3,C
LR00517,4,S
LR00517,5,C
LR00517,6,C
LR00517,7,C
LR00517,8,C
LR00517,9,C
LR00517,10,C
LR00517,11,N
LR00517,12,C
LR00517,13,O
LR00517,14,C
